Field,Career,GPA,Extracurricular_Activities,Internships,Projects,Leadership_Positions,Field_Specific_Courses,Research_Experience,Coding_Skills,Communication_Skills,Problem_Solving_Skills,Teamwork_Skills,Analytical_Skills,Presentation_Skills,Networking_Skills,Industry_Certifications,Career_Category,technical_strength,soft_skill_strength,leadership_index,experience_index,academic_index
Psychology,Biotechnologist,2.6804769950926723,3,2,0,1,4,0,0,0,0,1,0,3,2,0,Other,0.0,1.3333333333333333,3,2,6.680476995092672
Architecture,Art Director,4.910965462374742,6,0,3,1,2,1,2,1,3,3,0,1,2,0,Other,1.6666666666666667,1.6666666666666667,3,4,6.910965462374742
Biology,Physical Chemist,2.9004710121277184,0,0,2,0,9,1,0,0,4,3,3,4,0,0,Research & Science,2.3333333333333335,2.3333333333333335,0,3,11.900471012127719
Biology,Brand Manager,3.367809440810041,7,2,3,0,6,0,1,0,3,4,3,4,0,0,Research & Science,2.3333333333333335,2.6666666666666665,0,5,9.367809440810042
Architecture,Inorganic Chemist,4.211817026159037,8,0,0,0,6,0,0,2,1,4,4,3,0,1,Other,1.6666666666666667,3.0,0,1,10.211817026159036
Chemistry,Legal Consultant,2.710316957673639,7,1,0,0,9,1,1,4,2,2,4,1,1,0,Research & Science,2.3333333333333335,2.3333333333333335,1,2,11.710316957673639
Psychology,Forensic Psychologist,4.813356405229975,6,0,2,1,0,1,0,4,2,3,2,3,3,0,Other,1.3333333333333333,3.3333333333333335,4,3,4.813356405229975
Medicine,Physical Chemist,3.2210095901722107,2,1,2,1,8,0,3,2,0,0,0,0,3,0,Healthcare,1.0,0.6666666666666666,4,3,11.22100959017221
Law,Legal Analyst,3.458602337458382,5,1,3,0,2,1,2,1,2,4,2,4,0,0,Public & Legal,2.0,3.0,0,5,5.458602337458382
Biology,Illustrator,2.587772190845789,6,0,0,1,9,1,0,1,3,3,2,3,0,0,Research & Science,1.6666666666666667,2.3333333333333335,1,1,11.58777219084579
Biology,Legal Analyst,3.5177457779973405,3,1,2,1,8,0,4,3,3,3,1,3,4,1,Research & Science,2.6666666666666665,3.0,5,4,11.517745777997341
Art,Landscape Architect,4.474534296871223,5,1,2,1,3,1,2,3,2,0,0,3,2,0,Other,1.3333333333333333,2.0,3,4,7.474534296871223
Computer Science,Electrical Engineer,3.246009415877806,8,0,1,0,7,0,1,4,0,4,3,0,0,0,Technology,1.3333333333333333,2.6666666666666665,0,1,10.246009415877806
Physics,Ecologist,4.866727517831674,1,1,3,0,4,0,1,3,1,3,3,3,3,0,Research & Science,1.6666666666666667,3.0,3,4,8.866727517831674
Medicine,Investment Banker,3.656642158463877,8,2,2,0,0,0,0,1,2,1,4,1,4,0,Healthcare,2.0,1.0,4,4,3.656642158463877
Music,Legal Secretary,4.233320187856757,1,0,3,0,4,1,4,3,0,0,0,3,3,0,Other,1.3333333333333333,2.0,3,4,8.233320187856757
Biology,Digital Marketing Specialist,2.5750569415538203,4,2,3,0,5,0,2,3,3,3,4,2,3,0,Research & Science,3.0,2.6666666666666665,3,5,7.57505694155382
Marketing,Market Research Analyst,4.667307110789476,4,2,2,0,8,0,3,1,3,3,1,3,1,1,Other,2.3333333333333335,2.3333333333333335,1,5,12.667307110789476
Chemistry,Data Scientist,4.208145911143043,8,2,4,1,0,0,3,1,3,3,2,4,0,1,Research & Science,2.6666666666666665,2.6666666666666665,1,7,4.208145911143043
Chemistry,Cybersecurity Analyst,4.913237023860994,5,1,3,0,7,0,0,4,3,3,4,4,4,1,Research & Science,2.3333333333333335,3.6666666666666665,4,5,11.913237023860994
Physics,Marketing Manager,4.974768783245132,4,2,4,1,4,0,0,3,3,0,4,3,3,0,Research & Science,2.3333333333333335,2.0,4,6,8.974768783245132
Engineering,Marketing Specialist,4.999330581432263,7,1,4,1,7,1,1,2,4,1,4,4,4,1,Other,3.0,2.3333333333333335,5,7,11.999330581432263
Biology,Architectural Technologist,4.327125619257021,1,2,1,0,9,0,0,0,0,3,0,0,4,1,Research & Science,0.0,1.0,4,4,13.327125619257021
Psychology,Cybersecurity Analyst,3.947128679720315,9,0,4,1,9,1,0,0,0,3,4,3,2,0,Other,1.3333333333333333,2.0,3,5,12.947128679720315
Chemistry,Nurse,3.808824007043836,4,1,3,1,1,1,3,0,1,3,1,3,4,0,Research & Science,1.6666666666666667,2.0,5,5,4.808824007043836
Finance,Legal Secretary,3.2661935112806586,8,0,2,0,1,1,2,2,4,0,0,2,2,0,Other,2.0,1.3333333333333333,2,3,4.266193511280658
Medicine,Electrical Engineer,4.535038582814483,5,0,3,1,6,1,4,3,4,0,1,1,3,0,Healthcare,3.0,1.3333333333333333,4,4,10.535038582814483
Medicine,Credit Analyst,4.059626368366994,0,0,4,1,7,0,3,0,2,1,2,0,2,0,Healthcare,2.3333333333333335,0.3333333333333333,3,4,11.059626368366995
Art,Nurse,3.161821736340002,8,1,2,1,7,1,2,1,3,3,2,0,0,0,Other,2.3333333333333335,1.3333333333333333,1,4,10.161821736340002
Physics,Physician Assistant,4.893662289514454,1,2,4,0,9,0,0,2,1,0,3,3,2,1,Research & Science,1.3333333333333333,1.6666666666666667,2,7,13.893662289514454
Art,Analytical Chemist,3.665565635571012,4,1,0,1,9,0,1,1,1,4,3,0,4,0,Other,1.6666666666666667,1.6666666666666667,5,1,12.665565635571012
Law,Inorganic Chemist,3.508612031722521,4,2,4,0,4,1,3,2,1,3,3,1,4,0,Public & Legal,2.3333333333333335,2.0,4,7,7.508612031722521
Psychology,Urban Planner,4.066659819095489,5,1,4,0,8,1,3,1,2,4,4,0,1,1,Other,3.0,1.6666666666666667,1,7,12.066659819095488
Marketing,Industrial-Organizational Psychologist,2.7663130583164137,0,2,4,0,5,0,0,3,0,0,3,1,1,1,Other,1.0,1.3333333333333333,1,7,7.766313058316413
Art,Doctor,3.476694363201802,4,0,2,0,6,1,3,4,4,4,4,2,0,0,Other,3.6666666666666665,3.3333333333333335,0,3,9.476694363201801
Psychology,Physicist,2.8888746942900165,7,2,3,0,9,1,1,2,4,3,4,2,4,1,Other,3.0,2.3333333333333335,4,7,11.888874694290017
Physics,Risk Analyst,4.738447243509663,5,2,4,0,4,1,0,2,3,3,1,3,1,0,Research & Science,1.3333333333333333,2.6666666666666665,1,7,8.738447243509663
Law,Biochemist,4.668327046159529,2,0,2,0,8,1,4,3,4,0,3,4,0,0,Public & Legal,3.6666666666666665,2.3333333333333335,0,3,12.66832704615953
Finance,Education Administrator,2.8907330590900697,1,2,0,1,5,0,4,4,3,2,2,4,4,0,Other,3.0,3.3333333333333335,5,2,7.89073305909007
Architecture,Legal Analyst,4.181146331924776,4,1,2,1,1,1,1,3,2,3,2,4,3,1,Other,1.6666666666666667,3.3333333333333335,4,5,5.181146331924776
Medicine,Civil Engineer,2.7788353224114584,3,0,1,1,8,1,0,1,1,2,3,0,2,1,Healthcare,1.3333333333333333,1.0,3,3,10.778835322411458
Education,Geneticist,3.7478446735368864,8,0,1,0,6,1,2,0,3,2,4,0,4,0,Education,3.0,0.6666666666666666,4,2,9.747844673536886
Education,Manager,4.703454724004015,8,0,3,1,3,1,0,4,1,4,0,0,4,1,Education,0.3333333333333333,2.6666666666666665,5,5,7.703454724004015
Engineering,Advertising Manager,3.587360794318797,3,1,1,0,3,0,4,1,1,2,4,4,3,1,Other,3.0,2.3333333333333335,3,3,6.587360794318797
Law,Chemical Engineer,3.125604034324163,3,2,1,1,0,1,4,4,4,2,4,3,0,0,Public & Legal,4.0,3.0,1,4,3.125604034324163
Computer Science,Sound Engineer,4.20346156527688,7,1,3,0,7,1,2,3,1,1,2,3,0,0,Technology,1.6666666666666667,2.3333333333333335,0,5,11.20346156527688
Biology,Credit Analyst,4.050705676954926,6,2,2,1,6,1,3,4,0,1,0,4,0,1,Research & Science,1.0,3.0,1,6,10.050705676954927
Psychology,Brand Manager,4.411934498793247,9,2,4,0,7,0,4,2,4,3,3,3,3,1,Other,3.6666666666666665,2.6666666666666665,3,7,11.411934498793247
Medicine,Teacher,3.2616513873191497,5,2,2,0,8,1,3,4,0,0,4,3,1,0,Healthcare,2.3333333333333335,2.3333333333333335,1,5,11.26165138731915
Art,Acoustics Specialist,2.850100871049182,8,0,2,0,8,1,2,3,0,1,4,3,2,1,Other,2.0,2.3333333333333335,2,4,10.850100871049182
Music,Acoustics Specialist,4.329258935051668,1,2,1,1,5,0,0,2,4,2,4,1,2,1,Other,2.6666666666666665,1.6666666666666667,3,4,9.32925893505167
Biology,Quantum Physicist,4.2551413838908285,3,0,0,1,9,0,0,3,0,3,3,2,0,1,Research & Science,1.0,2.6666666666666665,1,1,13.255141383890829
Business,Music Teacher,3.868288782433178,4,2,3,0,8,0,2,3,4,2,2,1,1,1,Management,2.6666666666666665,2.0,1,6,11.868288782433178
Medicine,Lawyer,3.266538240940534,8,0,3,0,0,1,4,2,4,4,1,1,2,0,Healthcare,3.0,2.3333333333333335,2,4,3.266538240940534
Biology,Advertising Manager,4.991145418478679,5,1,2,1,7,1,1,2,4,4,0,4,0,0,Research & Science,1.6666666666666667,3.3333333333333335,1,4,11.991145418478679
Law,Aerospace Engineer,4.465419975571884,8,2,2,0,2,1,3,1,2,0,1,3,1,0,Public & Legal,2.0,1.3333333333333333,1,5,6.465419975571884
Biology,Mechanical Engineer,4.431485172025243,5,2,0,1,5,1,3,2,0,2,3,0,4,0,Research & Science,2.0,1.3333333333333333,5,3,9.431485172025244
Music,Nurse,4.625849303720974,0,1,1,0,8,0,4,1,3,4,0,1,4,1,Other,2.3333333333333335,2.0,4,3,12.625849303720974
Finance,Advertising Manager,4.008209051718943,3,0,0,1,7,1,2,1,3,0,0,0,2,0,Other,1.6666666666666667,0.3333333333333333,3,1,11.008209051718943
Computer Science,Financial Analyst,4.630926056299487,8,2,2,1,1,0,1,2,2,2,1,1,2,0,Technology,1.3333333333333333,1.6666666666666667,3,4,5.630926056299487
Biology,Inorganic Chemist,4.10867958228191,5,2,2,0,4,1,4,1,3,4,2,4,3,0,Research & Science,3.0,3.0,3,5,8.10867958228191
Medicine,Special Education Teacher,2.6309330908387456,0,0,1,1,1,1,2,1,2,0,0,4,4,0,Healthcare,1.3333333333333333,1.6666666666666667,5,2,3.6309330908387456
Chemistry,Interior Designer,3.652558707271316,3,2,0,1,2,0,1,3,0,3,0,4,3,0,Research & Science,0.3333333333333333,3.3333333333333335,4,2,5.652558707271316
Music,Teacher,2.798324605616324,7,2,1,0,2,1,0,3,1,2,1,2,3,0,Other,0.6666666666666666,2.3333333333333335,3,4,4.798324605616324
Business,Fluid Mechanics Engineer,3.834980909106675,6,1,4,0,0,0,1,4,4,3,4,1,2,0,Management,3.0,2.6666666666666665,2,5,3.834980909106675
Marketing,Artist,4.716951938231046,6,2,0,1,0,0,2,2,1,3,4,4,2,0,Other,2.3333333333333335,3.0,3,2,4.716951938231046
Architecture,Teacher,4.898186716205212,4,1,2,0,1,1,3,4,2,2,2,3,1,1,Other,2.3333333333333335,3.0,1,5,5.898186716205212
Finance,Principal,4.160724083330697,3,0,3,1,8,1,4,0,2,3,3,4,1,0,Other,3.0,2.3333333333333335,2,4,12.160724083330697
Medicine,Teacher,3.972879632011275,1,0,4,1,0,0,2,1,2,4,4,3,2,1,Healthcare,2.6666666666666665,2.6666666666666665,3,5,3.972879632011275
Education,Financial Advisor,4.65730735015493,6,2,1,1,1,1,3,1,0,0,3,1,3,0,Education,2.0,0.6666666666666666,4,4,5.65730735015493
Law,Nurse,3.0595783475027627,3,1,3,1,9,1,2,1,3,3,2,4,4,1,Public & Legal,2.3333333333333335,2.6666666666666665,5,6,12.059578347502763
Education,Illustrator,2.817958136929298,3,0,4,1,6,1,0,4,3,4,1,3,2,0,Education,1.3333333333333333,3.6666666666666665,3,5,8.817958136929299
Finance,Marketing Specialist,4.1726064815789545,4,1,0,0,2,1,1,4,4,2,2,4,4,0,Other,2.3333333333333335,3.3333333333333335,4,2,6.1726064815789545
Biology,Accountant,3.079459469292483,9,0,2,1,8,0,2,0,0,3,0,4,0,0,Research & Science,0.6666666666666666,2.3333333333333335,1,2,11.079459469292484
Marketing,Marketing Specialist,4.486900033314599,1,0,4,1,0,1,4,2,4,1,1,2,2,0,Other,3.0,1.6666666666666667,3,5,4.486900033314599
Education,Physical Chemist,3.6174336709955552,6,1,4,1,4,1,4,4,4,4,0,4,0,0,Education,2.6666666666666665,4.0,1,6,7.617433670995555
Psychology,Human Resources Specialist,3.926889204981678,2,1,4,0,2,1,0,2,2,4,3,1,4,1,Other,1.6666666666666667,2.3333333333333335,4,7,5.926889204981678
Business,Organic Chemist,2.8953839187410795,5,0,3,1,7,1,2,2,3,2,3,2,0,1,Management,2.6666666666666665,2.0,1,5,9.895383918741079
Art,Curriculum Developer,4.164288462463572,1,0,3,0,3,0,0,2,1,0,2,1,0,1,Other,1.0,1.0,0,4,7.164288462463572
Music,Financial Analyst,4.951268699389723,8,2,0,0,9,1,1,4,3,0,2,2,1,0,Other,2.0,2.0,1,3,13.951268699389722
Art,Aerospace Engineer,4.515997212203385,3,1,2,1,8,0,0,1,1,4,2,1,3,0,Other,1.0,2.0,4,3,12.515997212203384
Psychology,Education Administrator,2.906842382845228,7,1,4,0,4,0,4,2,3,0,3,4,2,1,Other,3.3333333333333335,2.0,2,6,6.906842382845229
Medicine,Social Media Manager,2.6044188309164533,8,1,2,1,6,0,2,3,4,1,3,2,1,0,Healthcare,3.0,2.0,2,3,8.604418830916453
Physics,Advertising Manager,4.651834849957352,1,1,1,0,9,1,3,0,0,1,0,4,0,0,Research & Science,1.0,1.6666666666666667,0,3,13.651834849957352
Art,Electrical Engineer,4.580640837376311,4,2,0,0,9,1,1,1,4,3,1,1,1,0,Other,2.0,1.6666666666666667,1,3,13.580640837376311
Engineering,School Counselor,4.345987400541032,6,2,2,1,4,0,1,4,2,3,3,1,1,0,Other,2.0,2.6666666666666665,2,4,8.345987400541032
Psychology,Financial Advisor,4.259691896657534,0,0,0,0,7,1,1,0,3,2,3,0,4,1,Other,2.3333333333333335,0.6666666666666666,4,2,11.259691896657534
Finance,School Psychologist,4.352835427280627,7,2,0,0,9,1,4,2,0,4,0,3,3,1,Other,1.3333333333333333,3.0,3,4,13.352835427280628
Law,Landscape Architect,2.55565746072483,0,2,3,0,4,0,3,4,1,2,2,1,2,0,Public & Legal,2.0,2.3333333333333335,2,5,6.55565746072483
Law,Cybersecurity Analyst,4.663175859286654,8,1,0,0,8,0,4,2,4,1,4,1,3,1,Public & Legal,4.0,1.3333333333333333,3,2,12.663175859286653
Chemistry,Art Therapist,3.091994905369644,2,1,3,0,2,0,4,2,4,2,0,3,4,1,Research & Science,2.6666666666666665,2.3333333333333335,4,5,5.091994905369644
Medicine,Biomedical Engineer,3.33235887561504,8,2,4,0,1,0,0,4,4,3,4,2,2,0,Healthcare,2.6666666666666665,3.0,2,6,4.33235887561504
Computer Science,Judge,3.1151013588551897,4,1,2,0,3,1,3,0,0,3,3,2,4,0,Technology,2.0,1.6666666666666667,4,4,6.11510135885519
Chemistry,Astronomer,3.13813421577424,1,2,2,1,7,1,1,1,3,3,0,2,4,0,Research & Science,1.3333333333333333,2.0,5,5,10.13813421577424
Chemistry,Principal,2.979138856000485,8,2,1,1,0,0,4,2,4,1,4,0,0,1,Research & Science,4.0,1.0,1,4,2.979138856000485
Chemistry,Data Scientist,4.700345884900015,0,2,1,0,2,1,3,0,1,2,3,4,4,1,Research & Science,2.3333333333333335,2.0,4,5,6.700345884900015
Art,Biotechnologist,2.943944364943792,9,2,3,1,0,0,1,0,3,3,3,0,2,0,Other,2.3333333333333335,1.0,3,5,2.943944364943792
Psychology,Psychologist,4.398898563837819,5,0,4,0,9,0,4,2,0,1,3,3,0,1,Other,2.3333333333333335,2.0,0,5,13.398898563837818
Physics,Civil Engineer,4.955992807964004,6,1,1,1,3,0,2,4,2,0,2,3,3,0,Research & Science,2.0,2.3333333333333335,4,2,7.955992807964004
Biology,Graphic Designer,3.1793598459799126,6,2,4,1,1,1,0,4,3,4,1,4,2,0,Research & Science,1.3333333333333333,4.0,3,7,4.179359845979913
Art,Legal Analyst,3.4231655862225674,7,0,3,0,1,1,3,1,2,3,2,3,3,0,Other,2.3333333333333335,2.3333333333333335,3,4,4.423165586222567
Business,Digital Marketing Specialist,2.809185306703053,2,0,0,1,6,0,2,3,3,1,4,4,4,0,Management,3.0,2.6666666666666665,5,0,8.809185306703053
Psychology,Legal Secretary,4.198432165187918,8,0,4,0,3,0,0,2,1,2,3,0,1,0,Other,1.3333333333333333,1.3333333333333333,1,4,7.198432165187918
Education,Quantum Physicist,3.042545352225704,5,1,1,1,6,1,0,1,1,4,4,2,4,1,Education,1.6666666666666667,2.3333333333333335,5,4,9.042545352225705
Marketing,Surgeon,3.150103588707886,1,1,3,0,9,1,3,1,1,0,0,4,0,0,Other,1.3333333333333333,1.6666666666666667,0,5,12.150103588707886
Chemistry,Chemical Engineer,4.593931751349638,6,1,4,1,2,1,4,3,4,4,3,4,2,1,Research & Science,3.6666666666666665,3.6666666666666665,3,7,6.593931751349638
Art,Game Developer,3.097782299256246,6,2,1,0,1,0,2,0,1,3,0,4,2,1,Other,1.0,2.3333333333333335,2,4,4.097782299256246
Business,Clinical Psychologist,3.481745251179499,6,1,2,1,1,0,2,4,4,0,2,2,3,1,Management,2.6666666666666665,2.0,4,4,4.481745251179499
Marketing,AI Researcher,3.353117308058557,4,0,0,1,7,1,3,4,0,4,3,0,0,1,Other,2.0,2.6666666666666665,1,2,10.353117308058557
Education,Legal Secretary,4.638088856438534,9,2,1,1,7,1,4,4,3,0,2,3,0,1,Education,3.0,2.3333333333333335,1,5,11.638088856438534
Medicine,Financial Advisor,3.2955815174574354,6,1,0,0,4,1,2,3,1,0,2,2,4,1,Healthcare,1.6666666666666667,1.6666666666666667,4,3,7.295581517457435
Engineering,AI Researcher,4.13503794626819,6,0,2,0,0,1,2,0,1,4,4,1,2,1,Other,2.3333333333333335,1.6666666666666667,2,4,4.13503794626819
Biology,Fluid Mechanics Engineer,3.086564558782252,4,0,3,0,6,0,1,1,2,3,4,1,3,1,Research & Science,2.3333333333333335,1.6666666666666667,3,4,9.086564558782252
Physics,Advertising Manager,4.611991759018725,0,0,3,0,0,1,4,3,4,0,2,3,2,1,Research & Science,3.3333333333333335,2.0,2,5,4.611991759018725
Medicine,Surgeon,3.608781067481261,1,0,3,0,7,0,4,3,0,1,4,0,4,0,Healthcare,2.6666666666666665,1.3333333333333333,4,3,10.60878106748126
Law,Illustrator,3.702283812456078,5,0,1,0,5,1,2,4,2,3,4,3,0,0,Public & Legal,2.6666666666666665,3.3333333333333335,0,2,8.702283812456077
Biology,Actuary,4.142804960514647,8,2,2,1,3,1,0,0,3,2,1,4,1,1,Research & Science,1.3333333333333333,2.0,2,6,7.142804960514647
Engineering,Forensic Psychologist,3.1789548549240907,4,0,0,0,1,1,3,0,1,3,1,3,1,1,Other,1.6666666666666667,2.0,1,2,4.178954854924091
Biology,Graphic Designer,4.526727421449568,6,1,2,0,3,0,3,4,0,2,1,3,2,0,Research & Science,1.3333333333333333,3.0,2,3,7.526727421449568
Computer Science,Financial Analyst,2.833409539522841,2,1,1,1,6,1,4,2,1,2,0,4,0,1,Technology,1.6666666666666667,2.6666666666666665,1,4,8.83340953952284
Engineering,Zoologist,3.458329830429524,4,1,2,1,2,1,4,2,1,1,1,1,0,1,Other,2.0,1.3333333333333333,1,5,5.458329830429523
Chemistry,Forensic Psychologist,4.57974215882226,4,2,4,1,6,1,1,0,3,3,4,3,3,1,Research & Science,2.6666666666666665,2.0,4,8,10.57974215882226
Music,Advertising Manager,2.6302305452919708,6,1,0,1,8,1,0,2,2,3,0,0,0,1,Other,0.6666666666666666,1.6666666666666667,1,3,10.63023054529197
Biology,Principal,3.906227519871636,8,0,0,0,2,1,2,3,2,1,3,4,1,1,Research & Science,2.3333333333333335,2.6666666666666665,1,2,5.906227519871636
Chemistry,Electrical Engineer,4.45509659655362,8,0,2,0,2,0,0,3,2,1,2,4,0,1,Research & Science,1.3333333333333333,2.6666666666666665,0,3,6.45509659655362
Finance,Human Resources Specialist,4.167067827464544,7,0,3,1,1,0,1,3,0,3,0,4,4,0,Other,0.3333333333333333,3.3333333333333335,5,3,5.167067827464544
Computer Science,Physician Assistant,3.707280889803618,4,0,1,0,8,1,1,2,1,3,4,1,4,0,Technology,2.0,2.0,4,2,11.707280889803618
Medicine,Marketing Specialist,4.242331841841257,1,0,1,0,3,1,2,2,1,2,0,0,4,0,Healthcare,1.0,1.3333333333333333,4,2,7.242331841841257
Finance,Architectural Technologist,2.872303785803789,1,1,3,1,9,0,4,4,1,1,4,0,0,1,Other,3.0,1.6666666666666667,1,5,11.872303785803789
Computer Science,Chemist,2.875489021490888,5,0,3,1,3,1,4,2,4,0,0,1,2,1,Technology,2.6666666666666665,1.0,3,5,5.875489021490888
Chemistry,Biologist,3.628861613443145,4,2,4,0,7,1,1,2,3,3,3,1,4,0,Research & Science,2.3333333333333335,2.0,4,7,10.628861613443146
Law,Surgeon,3.836476269529689,5,1,1,1,5,1,3,3,3,3,2,2,2,0,Public & Legal,2.6666666666666665,2.6666666666666665,3,3,8.836476269529689
Psychology,Brand Manager,4.784256073444613,7,2,0,1,6,0,0,0,0,0,0,2,1,1,Other,0.0,0.6666666666666666,2,3,10.784256073444613
Architecture,Legal Consultant,3.473202689679896,5,2,3,1,2,0,4,4,3,4,1,2,3,0,Other,2.6666666666666665,3.3333333333333335,4,5,5.473202689679896
Physics,Animator,3.552043577299158,4,0,0,0,4,1,1,0,0,3,4,1,3,0,Research & Science,1.6666666666666667,1.3333333333333333,3,1,7.552043577299158
Marketing,Artist,3.1945883188332846,4,2,1,1,0,1,0,2,0,0,0,0,4,0,Other,0.0,0.6666666666666666,5,4,3.1945883188332846
Biology,Teacher,3.397415508003208,2,0,1,1,6,1,1,0,3,4,0,4,4,1,Research & Science,1.3333333333333333,2.6666666666666665,5,3,9.397415508003208
Music,Lawyer,4.189948884236825,9,1,3,0,8,0,3,4,4,4,1,2,4,0,Other,2.6666666666666665,3.3333333333333335,4,4,12.189948884236825
Psychology,Civil Engineer,3.430427496410908,7,1,0,0,0,0,2,2,1,4,2,2,1,1,Other,1.6666666666666667,2.6666666666666665,1,2,3.430427496410908
Biology,Construction Manager,4.028674977067648,0,1,0,1,4,1,2,1,4,0,1,1,4,1,Research & Science,2.3333333333333335,0.6666666666666666,5,3,8.028674977067649
Computer Science,Architect,4.1217569716624,1,0,4,0,8,0,2,1,0,1,1,1,2,1,Technology,1.0,1.0,2,5,12.1217569716624
Business,Sound Engineer,2.791824164134669,8,2,2,1,0,1,4,2,3,4,4,3,2,0,Management,3.6666666666666665,3.0,3,5,2.791824164134669
Biology,Industrial-Organizational Psychologist,4.2361452035970295,2,1,1,0,6,1,3,2,3,3,4,3,1,1,Research & Science,3.3333333333333335,2.6666666666666665,1,4,10.23614520359703
Law,Artist,3.163312865874347,8,2,3,0,4,0,3,1,2,4,4,0,1,0,Public & Legal,3.0,1.6666666666666667,1,5,7.163312865874347
Architecture,Biochemist,2.984792558853759,6,2,1,0,8,1,1,3,4,0,4,2,0,0,Other,3.0,1.6666666666666667,0,4,10.984792558853758
Art,Quantum Physicist,4.965997373748745,7,1,2,0,0,1,3,0,3,1,0,2,3,0,Other,2.0,1.0,3,4,4.965997373748745
Biology,Financial Analyst,3.2343602998872445,4,2,1,1,1,0,3,4,3,0,4,2,0,0,Research & Science,3.3333333333333335,2.0,1,3,4.2343602998872445
Finance,Aerospace Engineer,3.0526079662204646,7,2,1,0,8,1,2,3,0,3,0,4,0,0,Other,0.6666666666666666,3.3333333333333335,0,4,11.052607966220464
Finance,Analytical Chemist,2.6513727520738204,0,1,4,1,8,0,4,2,4,1,2,2,3,1,Other,3.3333333333333335,1.6666666666666667,4,6,10.65137275207382
Law,Special Education Teacher,3.5616587379612907,9,2,2,1,8,1,4,0,0,0,4,2,2,1,Public & Legal,2.6666666666666665,0.6666666666666666,3,6,11.561658737961292
Architecture,Financial Analyst,3.1570178353582445,3,0,2,1,1,1,4,2,3,2,2,3,0,1,Other,3.0,2.3333333333333335,1,4,4.1570178353582445
Medicine,Chemical Engineer,3.5429377125706645,1,2,2,1,6,0,2,1,3,3,4,3,3,1,Healthcare,3.0,2.3333333333333335,4,5,9.542937712570664
Marketing,Architectural Technologist,4.488364759861513,2,0,1,0,3,1,0,2,0,2,3,2,4,0,Other,1.0,2.0,4,2,7.488364759861513
Chemistry,Surgeon,3.3325605850966813,0,1,1,1,4,0,1,3,4,3,3,4,0,0,Research & Science,2.6666666666666665,3.3333333333333335,1,2,7.332560585096681
Marketing,Art Therapist,4.081783645909969,7,2,3,1,6,0,0,1,1,2,4,4,2,0,Other,1.6666666666666667,2.3333333333333335,3,5,10.081783645909969
Education,Music Teacher,3.6571810874409687,4,2,2,0,8,0,4,1,3,1,2,4,4,1,Education,3.0,2.0,4,5,11.657181087440968
Medicine,Counselor,2.9701337600899334,2,0,1,1,2,0,2,2,1,0,0,2,0,1,Healthcare,1.0,1.3333333333333333,1,2,4.970133760089933
Art,Music Therapist,3.785745090093581,2,1,4,0,7,0,4,4,1,4,0,0,2,0,Other,1.6666666666666667,2.6666666666666665,2,5,10.785745090093581
Art,Astronomer,3.8350834002502494,2,0,3,0,9,0,2,2,4,0,3,4,1,1,Other,3.0,2.0,1,4,12.83508340025025
Finance,School Psychologist,3.776939010389461,9,2,3,1,7,1,0,4,4,1,0,3,3,0,Other,1.3333333333333333,2.6666666666666665,4,6,10.77693901038946
Marketing,Dentist,4.455013829125546,2,0,0,0,7,0,4,4,3,3,2,0,1,0,Other,3.0,2.3333333333333335,1,0,11.455013829125546
Education,Cybersecurity Analyst,4.895015349024119,9,1,1,1,1,1,0,0,2,2,1,1,2,1,Education,1.0,1.0,3,4,5.895015349024119
Biology,Civil Engineer,2.789592185568712,2,1,1,1,8,1,3,0,2,2,2,1,0,0,Research & Science,2.3333333333333335,1.0,1,3,10.789592185568711
Computer Science,Judge,4.9244302351510925,7,1,0,1,1,1,4,3,2,3,4,0,4,0,Technology,3.3333333333333335,2.0,5,2,5.9244302351510925
